Name,ID,Category,Classifier,Unique Matches,Total Matches,Wiz Url,Projects,Resource Name,Region,Created At,Resource Type,Resource Native Type,Resource External ID,Subscription ID,Cloud Provider,Encryption At Rest,Encryption In Transit,Resource Status,PaaS,Severity,Finding Examples
DigitalIdentity/IP Address,wiz-attack-simulation-bucket-b0662b50##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,999,999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'7149ea52-6ab8-56d6-a539-45437790ec52*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-attack-simulation-bucket-b0662b50,eu-central-1,2024-01-31T11:01:46.678188Z,CloudPlatform/Bucket,bucket,wiz-attack-simulation-bucket-b0662b50,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""dummy_data.txt"",""key"":""ip_address"",""value"":""20***36****5"",""evidenceId"":""4c88abcdb27a0cf753b2fceb6250dfe7"",""contentSizeBytes"":79062}]"
PII/Email,file-ExtE6q7E54o2LWNT6aOJsN3l##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'3477f007-7376-595a-aa78-8d6e5f415203*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-11T08:00:18.863713Z,CloudPlatform/AiDataset,openai#file,file-ExtE6q7E54o2LWNT6aOJsN3l,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""45f3715ac946edcb4b0af200e02a6919"",""contentSizeBytes"":12776}]"
PII/Email,file-zBybnE45jnHCLnSNialJ9vgG##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'dfa49ed7-cb0a-5572-8701-f4d062940eaf*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-11T05:16:22.026139Z,CloudPlatform/AiDataset,openai#file,file-zBybnE45jnHCLnSNialJ9vgG,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""b7a85aebd836d061cbcf72cc47de9403"",""contentSizeBytes"":12776}]"
DigitalIdentity/IP Address,creds-storage-internal##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,1000,5999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'3914202f-607b-59f1-aaaa-0ddc48b82d2e*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",creds-storage-internal,eu-central-1,2024-01-10T12:51:28.524977Z,CloudPlatform/Bucket,bucket,creds-storage-internal,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""archive_test_3/userdata1.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""3545ea306d033611b15972fd1bab4a3f""},{""path"":""userdata1 (1).parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""31710003c24f5df2b187f9e73e2fcb51""},{""path"":""userdata1.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""44a6925bb578eb4a516bef48698c6154""},{""path"":""userdata2.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""32b3b4ea4aa4253415be3d3bcbc675e4""},{""path"":""userdata3.parquet"",""key"":""Ip_address"",""location"":""Ip_address"",""value"":""1.***.2***2"",""evidenceId"":""066a57ffdfe884c2ca682a172478470c""},{""path"":""testing/userdata1.csv"",""key"":""ip_address"",""value"":""61***.1*****2"",""evidenceId"":""fccb68b812292375396b3677c81cb4a5"",""contentSizeBytes"":145923}]"
PII/Date of Birth,creds-storage-internal##BUILTIN-130,DataCategoryPII,Date of Birth,786,4812,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'23427eed-a83e-527f-b295-5d3528fdf479*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",creds-storage-internal,eu-central-1,2024-04-30T17:53:01.449066Z,CloudPlatform/Bucket,bucket,creds-storage-internal,984186218765,AWS,true,false,Active,false,MEDIUM,"[{""path"":""archive_test_3/userdata1.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""ef2430421f556d6d51f3934e263b09ee""},{""path"":""testing/userdata1.csv"",""key"":""birthdate"",""value"":""3/**/***2"",""evidenceId"":""f23c76508768a32179514c1929675bb6"",""contentSizeBytes"":145923},{""path"":""userdata1 (1).parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""751130e8d7f9631e2a019e5efd0206b7""},{""path"":""userdata1.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""54bf4e4ee21bfa8b9f75d967684bcfd1""},{""path"":""userdata2.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""6ad09b223e3beb7de01c4041ba21df97""},{""path"":""userdata3.parquet"",""key"":""Birthdate"",""location"":""Birthdate"",""value"":""3**/***1"",""evidenceId"":""64ce1ebcad8befa5b5e36609c9abab0d""},{""path"":""testing/userdata1.csv"",""key"":""birthdate"",""value"":""7**/***0"",""evidenceId"":""f23c76508768a32179514c1929675bb6"",""contentSizeBytes"":145923}]"
Financial/Bank Name,wiz-cassandra-s3##BUILTIN-453,DataCategoryFinancial,Bank Name,1,8,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'faafeff1-fbd5-5588-8230-53df9bdee781*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-cassandra-s3,us-east-1,2024-06-18T16:25:07.73915Z,CloudPlatform/Bucket,bucket,wiz-cassandra-s3,984186218765,AWS,true,false,Active,false,MEDIUM,"[{""path"":""50000 CC Records.csv"",""key"":""Bank of America"",""value"":""Ba***of*******a"",""evidenceId"":""f5b44bbacb55ec70b5768ddaed25c36f"",""contentSizeBytes"":4419046}]"
Financial/Credit Cards,gs://vertexaibootscript##BUILTIN-436,DataCategoryFinancial,Credit Cards,236,236,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'9741144f-c9e9-56f0-86a0-324fbbea2f7f*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",vertexaibootscript,us,2024-04-09T11:13:01.363614Z,CloudPlatform/Bucket,storage#bucket,gs://vertexaibootscript,acme-prod-env,GCP,true,false,Active,false,CRITICAL,"[{""path"":""vertexaidatasets/output_data.csv"",""key"":""Credit_Card"",""value"":""*********5969"",""evidenceId"":""64454eba62a5e3f1c0e1f5688060d2b6"",""contentSizeBytes"":222576}]"
PII/Email,file-RmV8Ze27dZCVnNM0WH7kmvER##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'598e9d4d-9de8-5021-90d0-b1ba1cb87f21*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.040027Z,CloudPlatform/AiDataset,openai#file,file-RmV8Ze27dZCVnNM0WH7kmvER,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""d16bc1d471e6851add45ee2ea57d6847"",""contentSizeBytes"":12776}]"
PII/Name,https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443/##BUILTIN-125,DataCategoryPII,Name,245,463,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'06089abb-0ded-5fa8-914d-9e163057a021*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443,,2024-05-27T05:05:37.170554Z,CloudPlatform/Endpoint,,https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443/,984186218765,AWS,false,false,,false,CRITICAL,"[{""path"":""https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443"",""key"":""first_name"",""location"":""[54]/first_name"",""value"":""A***"",""evidenceId"":""08db2c6e7817451d691aa96b12e758c9"",""contentSizeBytes"":92954},{""path"":""Screenshot - https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443"",""key"":""first name"",""value"":""Am***a *****n"",""evidenceId"":""f84eb42b32bd5eb9a6fd82adecdc3aa5"",""contentSizeBytes"":61443},{""path"":""https://a3lnvsarxad6q7dxakw2cdb4e40ngovq.lambda-url.eu-central-1.on.aws:443"",""key"":""last_name"",""location"":""[15]/last_name"",""value"":""W****s"",""evidenceId"":""08db2c6e7817451d691aa96b12e758c9"",""contentSizeBytes"":92954}]"
PII/Phone Number,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db##BUILTIN-32,DataCategoryPII,Phone Number,289,289,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'4675a714-edd1-5bab-9aba-2667cb6f2a8f*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",djq-transactions-db,eu-west-2,2023-08-19T01:03:43.915838Z,CloudPlatform/DBServer,rds/PostgreSQL/instance,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,001791986277,AWS,true,false,Active,true,CRITICAL,"[{""path"":""persons.public.personsrecords"",""key"":""Phone No. "",""location"":""Phone No. "",""value"":""80***70****0"",""evidenceId"":""242efccf546258501dea7a80a7924876""}]"
PII/Email,i-0fca59c15f1e96176##CloudPlatform/DBServer##/var/lib/pgsql/data##BUILTIN-1,DataCategoryPII,Email,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1c6ae98f-607e-5816-a272-c37e705f8a20*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",Postgresql-EASM-Demo,us-east-2,2024-08-02T20:58:51.720142Z,CloudPlatform/DBServer,HostedTechnologyConfigurationDBServer,i-0fca59c15f1e96176##CloudPlatform/DBServer##/var/lib/pgsql/data,001791986277,AWS,false,false,,false,MEDIUM,"[{""path"":""readme_to_recover.public.readme"",""key"":""text_field"",""value"":""3***@onionmail.org"",""evidenceId"":""d9bdfca936245a73f3deb6d809f2416c""}]"
PII/GPS Location,i-0d4bc4596a753e3a2##BUILTIN-472,DataCategoryPII,GPS Location,2,28,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'2766bc6f-3778-56a4-a218-9fcc0f0477dd*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",testing-models-training-b,eu-central-1,2024-10-13T14:58:29.834679Z,CloudPlatform/VirtualMachine,virtualMachine,i-0d4bc4596a753e3a2,001791986277,AWS,false,false,Inactive,false,LOW,"[{""path"":""/home/ec2-user/models/crypto/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""7acf5a3241603d86283bfe3634f874d2"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/crypto/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""6b5e5857d748470ca04649a65393e3db"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/gpt2-elite/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""b0f4a62a67e753e74038fa93e64fe9a6"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/gpt2-elite/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""b88058c6d04d4d609467bdc7846e1ea5"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/malware-detection/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""6f3c531f0de87e914fff5c4869d7c2cf"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/malware-detection/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""a9ade4cb15c94c175355c5c1558288bb"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/mawlare-detection/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""3d64f3ab3ff66d0af4445dd88f1b7c55"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/mawlare-detection/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""329e7f103f86b87c39cc352a678ac2db"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/unsafe-running-calc1/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""91c2c3851a6aaa966eb6c78d0e1cfcf3"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/unsafe-running-calc1/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""646aa4389364e2d93999f11cd6d05e38"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/unsafe/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""2a7244b98a2d372570c56dae8ff046ae"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/unsafe/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""bd3c23779850a303c73a47bfadeae166"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/xmrig/tokenizer.json"",""key"":""vocab/Position"",""location"":""/model/vocab/Position"",""value"":""2***5"",""evidenceId"":""fa6e79709126554b6fb7a99083af14d2"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/xmrig/vocab.json"",""key"":""Position"",""location"":""/Position"",""value"":""2***5"",""evidenceId"":""cfb9e40a4fea4ec11e8b014918302943"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/crypto/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""7acf5a3241603d86283bfe3634f874d2"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/crypto/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""6b5e5857d748470ca04649a65393e3db"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/gpt2-elite/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""b0f4a62a67e753e74038fa93e64fe9a6"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/gpt2-elite/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""b88058c6d04d4d609467bdc7846e1ea5"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/malware-detection/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""6f3c531f0de87e914fff5c4869d7c2cf"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/malware-detection/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""a9ade4cb15c94c175355c5c1558288bb"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/mawlare-detection/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""3d64f3ab3ff66d0af4445dd88f1b7c55"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/mawlare-detection/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""329e7f103f86b87c39cc352a678ac2db"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/unsafe-running-calc1/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""91c2c3851a6aaa966eb6c78d0e1cfcf3"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/unsafe-running-calc1/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""646aa4389364e2d93999f11cd6d05e38"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/unsafe/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""2a7244b98a2d372570c56dae8ff046ae"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/unsafe/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""bd3c23779850a303c73a47bfadeae166"",""contentSizeBytes"":1042301},{""path"":""/home/ec2-user/models/xmrig/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""9***"",""evidenceId"":""fa6e79709126554b6fb7a99083af14d2"",""contentSizeBytes"":1355256},{""path"":""/home/ec2-user/models/xmrig/vocab.json"",""key"":""position"",""location"":""/position"",""value"":""9***"",""evidenceId"":""cfb9e40a4fea4ec11e8b014918302943"",""contentSizeBytes"":1042301}]"
PII/Email,shifer-secrets##BUILTIN-1,DataCategoryPII,Email,1,1,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1fb6ef25-7912-5cdc-9ba7-423cd942abee*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",shifer-secrets,us-east-1,2024-03-21T20:48:26.401606Z,CloudPlatform/Bucket,bucket,shifer-secrets,984186218765,AWS,true,false,Active,false,MEDIUM,"[{""path"":""Vaibhav files/Credo.txt"",""value"":""v***@axis.com"",""evidenceId"":""9c2c5576f08bc153e4178255c61e1770"",""contentSizeBytes"":30}]"
PII/Gender,s3-for-ai-training-test##BUILTIN-20,DataCategoryPII,Gender,2,860,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'2710583e-03c6-5d96-9af0-1f862b406014*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",s3-for-ai-training-test,us-east-1,2024-04-04T22:26:06.434506Z,CloudPlatform/Bucket,bucket,s3-for-ai-training-test,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""dummy_data.txt"",""key"":""gender"",""value"":""M***"",""evidenceId"":""81ce204addd56242b35c72de37c8f764"",""contentSizeBytes"":79062}]"
DigitalIdentity/IP Address,s3-for-ai-training-test##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,999,999,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'12745930-2e24-5b3f-8082-ca3b8d88bafa*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",s3-for-ai-training-test,us-east-1,2024-01-31T11:02:01.006818Z,CloudPlatform/Bucket,bucket,s3-for-ai-training-test,984186218765,AWS,true,false,Active,false,INFO,"[{""path"":""dummy_data.txt"",""key"":""ip_address"",""value"":""20***36****5"",""evidenceId"":""25246d670f105a6816cab0ef21d810da"",""contentSizeBytes"":79062}]"
PII/Date of Birth,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db##BUILTIN-130,DataCategoryPII,Date of Birth,287,289,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'a9ced7bb-001a-507d-b9e2-51b90a9e02ec*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",djq-transactions-db,eu-west-2,2023-08-19T01:03:43.833897Z,CloudPlatform/DBServer,rds/PostgreSQL/instance,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,001791986277,AWS,true,false,Active,true,MEDIUM,"[{""path"":""persons.public.personsrecords"",""key"":""Date of Birth"",""location"":""Date of Birth"",""value"":""19**-****9"",""evidenceId"":""71a7c09954f326694946e5dd87230858""}]"
PII/US Social Security Number (SSN),arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db##BUILTIN-38,DataCategoryPII,US Social Security Number (SSN),289,289,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'fb2b2c01-367d-575c-8c14-c6fbd7ca8ff0*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",djq-transactions-db,eu-west-2,2023-08-19T01:03:43.806987Z,CloudPlatform/DBServer,rds/PostgreSQL/instance,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,001791986277,AWS,true,false,Active,true,CRITICAL,"[{""path"":""persons.public.personsrecords"",""key"":""SSN"",""location"":""SSN"",""value"":""77***2-***0"",""evidenceId"":""b642e6c6e86fd00c0c16dffaa96da653""}]"
Financial/Credit Cards,alonbedrockdatabucket##BUILTIN-436,DataCategoryFinancial,Credit Cards,999,15879,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'8a99d949-7b7c-5a7d-88a1-2f0b07e1e02f*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",alonbedrockdatabucket,us-east-1,2024-03-19T17:14:00.821471Z,CloudPlatform/Bucket,bucket,alonbedrockdatabucket,984186218765,AWS,true,false,Active,false,CRITICAL,"[{""path"":""creditcard list.csv"",""key"":""CardNumber"",""value"":""************2441"",""evidenceId"":""2290874a2f1f5fcd6e40a5da25baeab1"",""contentSizeBytes"":48048}]"
PII/Financial Metrics,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db##BUILTIN-413,DataCategoryPII,Financial Metrics,840,842,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'84e4b03b-3ce9-5695-9d0d-186fe9955cb1*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",djq-transactions-db,eu-west-2,2023-09-16T02:57:49.524548Z,CloudPlatform/DBServer,rds/PostgreSQL/instance,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,001791986277,AWS,true,false,Active,true,MEDIUM,"[{""path"":""sales.public.sales_records"",""key"":""Total Profit"",""value"":""***"",""evidenceId"":""bebe3b0dd26538cda446ba1a2095b806""}]"
